term_id,query,f1,precision,recall,n_pos,n_neg,q_len,has_brand,main_cat,f1_bin
TERM_b717ee76,anka kuşu kolye,1.0,1.0,1.0,40,200,3,False,aksesuar,0.9
TERM_b718c704,paco rabanne parfüm,1.0,1.0,1.0,5,25,3,True,kozmetik & kişisel bakım,0.9
TERM_b7198977,erkek baggy pantolon,1.0,1.0,1.0,77,385,3,False,giyim,0.9
TERM_b720609d,dudomi,1.0,1.0,1.0,1,5,1,True,ev & mobilya,0.9
TERM_b7219ba8,by orhan güzel,1.0,1.0,1.0,22,110,3,True,ev & mobilya,0.9
TERM_b723789d,adidas kadın mont,0.9680662329982259,0.9,1.0,18,90,3,True,giyim,0.9
TERM_b7246590,kinsmart,0.8735905739144005,0.8,0.7777777777777778,36,180,1,True,anne & bebek & çocuk,0.7
TERM_b726ac02,pantene bukle belirginleştirici,1.0,1.0,1.0,1,5,3,True,kozmetik & kişisel bakım,0.9
TERM_b72be5ff,servis tepsisi,1.0,1.0,1.0,16,80,2,False,ev & mobilya,0.9
TERM_b734349b,çubuklu oda kokusu,0.9736737136019147,0.9166666666666666,1.0,44,220,3,False,ev & mobilya,0.9
TERM_b736aceb,yves saint laurent libre parfüm,1.0,1.0,1.0,2,10,5,True,kozmetik & kişisel bakım,0.9
TERM_b7383520,kılavye,1.0,1.0,1.0,7,35,1,False,elektronik,0.9
TERM_b73f70f8,cilalı oto şampuan,1.0,1.0,1.0,13,65,3,False,otomobil & motosiklet,0.9
TERM_b73f980e,chuck taylor,0.9846919249904325,1.0,0.95,20,100,2,False,ayakkabı,0.9
TERM_b74558e3,greenote,0.8838709677419355,1.0,0.6666666666666666,3,15,1,True,ev & mobilya,0.7
TERM_b7456d92,loreal kil maskesi,1.0,1.0,1.0,3,15,3,False,kozmetik & kişisel bakım,0.9
TERM_b745aa03,sıcak hava tabancası,0.9866057838660578,0.9565217391304348,1.0,22,110,3,False,bahçe & elektrikli el aletleri,0.9
TERM_b74a6f8a,discovery expedition,0.7903415783274441,0.5615384615384615,0.8202247191011236,89,445,2,True,giyim,0.7
TERM_b74bdcd1,porselen takım,0.9604938271604938,1.0,0.875,8,40,2,False,ev & mobilya,0.9
TERM_b751964e,tela,0.9473474272038293,0.875,0.9545454545454546,22,110,1,False,ev & mobilya,0.9
TERM_b75a1f65,mert hoca ayt,1.0,1.0,1.0,1,5,3,False,ev & mobilya,0.9
TERM_b75c822b,köpek balık yağı,1.0,1.0,1.0,4,20,3,False,süpermarket,0.9
TERM_b75d9bd2,ispanyol paça toparlayıcı tayt,0.9316239316239316,0.8,1.0,8,40,4,False,giyim,0.9
TERM_b762f4c5,kurutulmuş papatya,1.0,1.0,1.0,2,10,2,False,süpermarket,0.9
TERM_b765bc52,daniel klein kadın kol saati,0.9727272727272728,0.9545454545454546,0.9545454545454546,22,110,5,True,aksesuar,0.9
TERM_b7678dd2,kilo tartısı,1.0,1.0,1.0,3,15,2,False,elektronik,0.9
TERM_b76a779f,playstation kolu,0.9443413729128014,0.8333333333333334,1.0,5,25,2,False,elektronik,0.9
TERM_b76bc633,piramit,0.9129464285714286,0.8,0.9230769230769231,13,65,1,True,giyim,0.9
TERM_b76e77d5,teddy tint,1.0,1.0,1.0,1,5,2,False,aksesuar,0.9
TERM_b772b9d1,kız çocuk bornoz,0.9897953199225852,0.9666666666666667,1.0,29,145,3,False,ev & mobilya,0.9
TERM_b775d998,battal boy hurç,1.0,1.0,1.0,1,5,3,False,ev & mobilya,0.9
TERM_b78604ed,kore nemlendirici,1.0,1.0,1.0,2,10,2,False,kozmetik & kişisel bakım,0.9
TERM_b787662c,pembe mousepad,1.0,1.0,1.0,12,60,2,False,elektronik,0.9
TERM_b78a8934,dekoratif mermer,1.0,1.0,1.0,5,25,2,False,ev & mobilya,0.9
TERM_b78c7d4b,davines saç kremi,1.0,1.0,1.0,11,55,3,True,kozmetik & kişisel bakım,0.9
TERM_b78f7ff8,isim yazılı kalem,0.9163763066202091,1.0,0.75,4,20,3,False,kırtasiye & ofis malzemeleri,0.9
TERM_b7900fea,kurabiye kavanozu,1.0,1.0,1.0,4,20,2,False,ev & mobilya,0.9
TERM_b791fb7c,köşe kitaplık,0.9443413729128014,0.8333333333333334,1.0,10,50,2,False,ev & mobilya,0.9
TERM_b7950228,izgara ve tost makinesi,1.0,1.0,1.0,15,75,4,False,elektronik,0.9
TERM_b795f650,bigdart ceket,1.0,1.0,1.0,5,25,2,True,giyim,0.9
TERM_b7986698,badem tips,1.0,1.0,1.0,1,5,2,False,kozmetik & kişisel bakım,0.9
TERM_b79b4017,banyo ve tuvalet kokusu,0.8814814814814815,0.8571428571428571,0.75,8,40,4,False,süpermarket,0.7
TERM_b7a0d403,yıvarlak ayna,0.9,0.8333333333333334,0.8333333333333334,6,30,2,False,ev & mobilya,0.9
TERM_b7a231b7,thermoad tencere seti,1.0,1.0,1.0,2,10,3,True,ev & mobilya,0.9
TERM_b7a23e4e,probiyotik ve prebiyotik,1.0,1.0,1.0,49,245,3,False,süpermarket,0.9
TERM_b7a44dc5,siyah erkek gömleği,0.934640522875817,1.0,0.8,5,25,3,False,giyim,0.9
TERM_b7a83352,pierrecardin canta,1.0,1.0,1.0,7,35,2,False,aksesuar,0.9
TERM_b7aaa8d1,dolgu topuk sandalet,0.9770927601809956,1.0,0.9259259259259259,27,135,3,True,ayakkabı,0.9
TERM_b7af3177,alçı kalıbı,0.6998610467809171,0.8,0.3333333333333333,12,60,2,False,kırtasiye & ofis malzemeleri,0.5
TERM_b7afc7db,meze sunum tabağı,1.0,1.0,1.0,5,25,3,False,ev & mobilya,0.9
TERM_b7b355be,havlupan askısı,1.0,1.0,1.0,7,35,2,False,ev & mobilya,0.9
TERM_b7b9144f,ahşap ayaklı abajur,1.0,1.0,1.0,5,25,3,False,ev & mobilya,0.9
TERM_b7bb6b36,dikdörtgen kılıf,1.0,1.0,1.0,15,75,2,False,ev & mobilya,0.9
TERM_b7bf2de4,k pop demon hunters,0.9443413729128014,0.8333333333333334,1.0,5,25,4,False,giyim,0.9
TERM_b7c3f5a7,puma kadın spor,0.8739035087719298,0.76,0.8260869565217391,23,115,3,True,ayakkabı,0.7
TERM_b7c3fb6d,depolama rafı,0.8095238095238095,1.0,0.5,2,10,2,False,ev & mobilya,0.7
TERM_b7cc9e77,petek önü kaplama dresuar,1.0,1.0,1.0,20,100,4,False,ev & mobilya,0.9
TERM_b7d9eac6,pelin aksesuar toka,1.0,1.0,1.0,28,140,3,True,aksesuar,0.9
TERM_b7dc599a,çalışma masa,1.0,1.0,1.0,35,175,2,False,ev & mobilya,0.9
TERM_b7e19c80,ortaokul okuma kitabı,1.0,1.0,1.0,1,5,3,False,kitap,0.9
TERM_b7e338cb,nike kadın tişört,0.9912786969347185,0.9714285714285714,1.0,34,170,3,True,giyim,0.9
TERM_b7e49286,osimhen maskesi,1.0,1.0,1.0,1,5,2,False,hobi & eğlence,0.9
TERM_b7eb4500,yılanlı saat,1.0,1.0,1.0,1,5,2,False,aksesuar,0.9
TERM_b7eca333,300 ml termos,1.0,1.0,1.0,4,20,3,False,spor & outdoor,0.9
TERM_b7f9fa3a,hello kitty sürpriz yumurta,1.0,1.0,1.0,3,15,4,True,süpermarket,0.9
TERM_b8065668,tek taş,1.0,1.0,1.0,2,10,2,False,aksesuar,0.9
TERM_b807648f,meyve & sebze toplama makinesi,1.0,1.0,1.0,8,40,5,False,bahçe & elektrikli el aletleri,0.9
TERM_b807d8eb,ölçü kaşığı,1.0,1.0,1.0,18,90,2,False,ev & mobilya,0.9
TERM_b81100ef,adidas eclyptix 2000 ayakkabı,1.0,1.0,1.0,4,20,4,True,ayakkabı,0.9
TERM_b813d879,harley bot,0.9410714285714286,1.0,0.8181818181818182,11,55,2,False,ayakkabı,0.9
TERM_b81605da,yatak korumalığı,1.0,1.0,1.0,6,30,2,False,anne & bebek & çocuk,0.9
TERM_b818162e,yürüyen yengeç,1.0,1.0,1.0,3,15,2,False,anne & bebek & çocuk,0.9
TERM_b820f5f7,5 gözlü ocak,0.9544962080173348,1.0,0.8571428571428571,7,35,3,False,elektronik,0.9
TERM_b8257014,daniel klein saat,0.9737725392241043,0.9322033898305084,0.9821428571428571,56,280,3,True,aksesuar,0.9
TERM_b8284be2,vernikli ahşap boyası,0.9594202898550726,0.875,1.0,14,70,3,False,kırtasiye & ofis malzemeleri,0.9
TERM_b8286a14,bordo kol çantası,1.0,1.0,1.0,11,55,3,False,aksesuar,0.9
TERM_b8362831,misvak tozu,1.0,1.0,1.0,7,35,2,False,kozmetik & kişisel bakım,0.9
TERM_b83cc2f1,ikea basamak,1.0,1.0,1.0,3,15,2,True,ev & mobilya,0.9
TERM_b83eab9d,otel,0.8557692307692308,1.0,0.6,10,50,1,False,ev & mobilya,0.7
TERM_b8485e6b,decathlon erkek polar,1.0,1.0,1.0,3,15,3,True,giyim,0.9
TERM_b84a1537,maybelline fit me,1.0,1.0,1.0,4,20,3,False,kozmetik & kişisel bakım,0.9
TERM_b84ebffe,cilt bakım yağları,1.0,1.0,1.0,3,15,3,False,kozmetik & kişisel bakım,0.9
TERM_b8509edf,yemek kaşığı,1.0,1.0,1.0,8,40,2,False,ev & mobilya,0.9
TERM_b85a11a8,çay & kahve sunum,0.8736842105263158,0.6666666666666666,1.0,2,10,4,False,ev & mobilya,0.7
TERM_b85e4ad1,h&m omuz çantası,1.0,1.0,1.0,1,5,3,True,aksesuar,0.9
TERM_b86008ff,aşçı,1.0,1.0,1.0,8,40,1,False,giyim,0.9
TERM_b8603d36,dalin vazelin,0.8095238095238095,1.0,0.5,4,20,2,True,süpermarket,0.7
TERM_b86148a4,fermuarlı çanta,1.0,1.0,1.0,13,65,2,False,aksesuar,0.9
TERM_b86296fc,elyaf yorgan,1.0,1.0,1.0,17,85,2,False,ev & mobilya,0.9
TERM_b86466da,lastik zinciri,1.0,1.0,1.0,4,20,2,False,otomobil & motosiklet,0.9
TERM_b866fce9,makarna süzgeç,1.0,1.0,1.0,7,35,2,False,ev & mobilya,0.9
TERM_b86bda71,ametist taşı,0.94,0.9,0.9,10,50,2,False,aksesuar,0.9
TERM_b86dde1c,umranto,0.9316239316239316,0.8,1.0,4,20,1,False,süpermarket,0.9
TERM_b86f24a3,pegem akademi yayıncılık sınav hazırlık kitabı,1.0,1.0,1.0,7,35,6,True,kitap,0.9
TERM_b87464aa,vintage deri ceket,1.0,1.0,1.0,6,30,3,False,giyim,0.9
TERM_b879d4bc,mutfak bulaşık deterjanlık standlı,1.0,1.0,1.0,4,20,4,False,ev & mobilya,0.9
TERM_b87c99b4,masa üstü dekoratif obje,0.942296133039471,0.9333333333333333,0.875,16,80,4,False,ev & mobilya,0.9
TERM_b884f690,koltuk kaydırmaz,1.0,1.0,1.0,3,15,2,False,banyo yapı & hırdavat,0.9
TERM_b88591a3,bha tonik,0.9741286381602587,1.0,0.9166666666666666,12,60,2,False,kozmetik & kişisel bakım,0.9
TERM_b8868f25,banyo batarya,0.9662698412698413,0.8947368421052632,1.0,17,85,2,False,banyo yapı & hırdavat,0.9
TERM_b88b5881,wee baby beslenme aksesuarı,1.0,1.0,1.0,3,15,4,True,anne & bebek & çocuk,0.9
TERM_b8972d0d,redmi buds 6,1.0,1.0,1.0,2,10,3,False,elektronik,0.9
TERM_b89acf7a,maybeline kaş kalemi,0.8095238095238095,1.0,0.5,2,10,3,False,giyim,0.7
TERM_b89b042e,vichy cilt serumu,1.0,1.0,1.0,6,30,3,True,kozmetik & kişisel bakım,0.9
TERM_b89f44ff,tito car,1.0,1.0,1.0,1,5,2,True,kozmetik & kişisel bakım,0.9
TERM_b89fa772,polo kadın çanta,1.0,1.0,1.0,17,85,3,False,aksesuar,0.9
TERM_b8a1cdfc,düğün anı defteri,1.0,1.0,1.0,7,35,3,False,kırtasiye & ofis malzemeleri,0.9
TERM_b8a1f527,erkek baggy kumaş pantolon,0.9877038681581419,0.96,1.0,24,120,4,False,giyim,0.9
TERM_b8a25525,kız çocuk namaz elbisesi,0.9776055124892333,0.9285714285714286,1.0,13,65,4,False,giyim,0.9
TERM_b8a26f30,doğumgünü tacı,1.0,1.0,1.0,3,15,2,False,aksesuar,0.9
TERM_b8a27d55,şeffaf kahve sunum tepsisi,1.0,1.0,1.0,2,10,4,False,ev & mobilya,0.9
TERM_b8ad7c12,mavi kulaklık,1.0,1.0,1.0,8,40,2,False,elektronik,0.9
TERM_b8ae0d99,koyu kahve çanta,1.0,1.0,1.0,1,5,3,False,aksesuar,0.9
TERM_b8ae56d0,günlük spor ayakkabı,0.9208853308217566,0.7941176470588235,0.9642857142857143,28,140,3,False,ayakkabı,0.9
TERM_b8b7f001,nine west terlik,0.9871782960141224,0.9583333333333334,1.0,23,115,3,True,ayakkabı,0.9
TERM_b8b82fb6,nike air jordan 1 low,1.0,1.0,1.0,15,75,5,True,ayakkabı,0.9
TERM_b8be5afd,kadın haki trençkot,0.9861096495843418,1.0,0.9545454545454546,22,110,3,True,giyim,0.9
TERM_b8c2095a,saç dökülme karşıtı,0.972465034965035,0.9130434782608695,1.0,21,105,3,False,kozmetik & kişisel bakım,0.9
TERM_b8c442cb,kömür maskesi,1.0,1.0,1.0,6,30,2,False,kozmetik & kişisel bakım,0.9
TERM_b8cc9f62,elart banyo paspası,1.0,1.0,1.0,1,5,3,True,ev & mobilya,0.9
TERM_b8cdadde,bargello 444 kadın,1.0,1.0,1.0,1,5,3,True,kozmetik & kişisel bakım,0.9
TERM_b8ce834f,isimli gümüş kolye,1.0,1.0,1.0,14,70,3,True,aksesuar,0.9
TERM_b8d07ba6,mollers,0.45454545454545453,0.0,0.0,4,20,1,False,süpermarket,0.3
TERM_b8d13aa9,çelik ajda bileklik,1.0,1.0,1.0,3,15,3,False,ev & mobilya,0.9
TERM_b8d1a537,güral porselen kahvaltı takımı,1.0,1.0,1.0,3,15,4,True,ev & mobilya,0.9
TERM_b8d50b9f,peripera tint,1.0,1.0,1.0,7,35,2,True,kozmetik & kişisel bakım,0.9
TERM_b8d5d54d,dik yaka trençkot,0.9642591213700671,0.8888888888888888,1.0,8,40,3,False,giyim,0.9
TERM_b8da90c4,ipad a16 kılıf,0.9868982919254659,0.9574468085106383,1.0,45,225,3,False,elektronik,0.9
TERM_b8db4150,mavi yelek,1.0,1.0,1.0,9,45,2,True,giyim,0.9
TERM_b8e43d7e,tanışma boy,1.0,1.0,1.0,1,5,2,False,kozmetik & kişisel bakım,0.9
TERM_b8ec36cc,açılabilir mutfak masası,1.0,1.0,1.0,2,10,3,False,ev & mobilya,0.9
TERM_b8ee3b13,bordo küpe,1.0,1.0,1.0,24,120,2,False,aksesuar,0.9
TERM_b8eefda6,gucci gözlük,0.983693190397101,0.9473684210526315,1.0,18,90,2,True,aksesuar,0.9
TERM_b8f25221,olivos sıvı sabun,1.0,1.0,1.0,5,25,3,True,kozmetik & kişisel bakım,0.9
TERM_b8f8e4c6,skachers kadın,0.8245762711864406,0.8235294117647058,0.6086956521739131,23,115,2,False,ayakkabı,0.7
TERM_b8ff4562,büyük sorular kitabım,1.0,1.0,1.0,2,10,3,False,kitap,0.9
TERM_b904e6a6,petlas lastik,1.0,1.0,1.0,17,85,2,True,otomobil & motosiklet,0.9
TERM_b9054dab,sert diş fırçası,1.0,1.0,1.0,1,5,3,False,ev & mobilya,0.9
TERM_b9073c2c,ikea kağıt peçete,1.0,1.0,1.0,4,20,3,True,süpermarket,0.9
TERM_b908a37b,erkek bebek yelek,0.9897953199225852,0.9666666666666667,1.0,29,145,3,False,giyim,0.9
TERM_b9094231,the tote bag çanta,1.0,1.0,1.0,1,5,4,False,ev & mobilya,0.9
TERM_b90986c4,homie banyo seti,1.0,1.0,1.0,3,15,3,True,ev & mobilya,0.9
TERM_b90a4eb3,arkadaşlık,0.9716859716859716,1.0,0.9090909090909091,11,55,1,False,aksesuar,0.9
TERM_b90eb50d,ofis koltuğu,0.9776055124892333,0.9285714285714286,1.0,39,195,2,False,ev & mobilya,0.9
TERM_b91ae2c3,macharel jeans,0.8226600985221675,0.625,0.8333333333333334,12,60,2,True,giyim,0.7
TERM_b91b1859,kameya elbise,1.0,1.0,1.0,27,135,2,True,giyim,0.9
TERM_b91fb0ee,saç şekillendirici seti,1.0,1.0,1.0,9,45,3,False,elektronik,0.9
TERM_b925c558,apple cep telefonu,0.9955489121408404,0.9852941176470589,1.0,67,335,3,True,elektronik,0.9
TERM_b92807ed,finish bulaşık makinesi deterjanı,1.0,1.0,1.0,9,45,4,True,süpermarket,0.9
TERM_b9294d5c,lord of the rings,1.0,1.0,1.0,1,5,4,False,hobi & eğlence,0.9
TERM_b92b686d,dorpek tv sehpa & ünitesi,1.0,1.0,1.0,4,20,5,True,ev & mobilya,0.9
TERM_b92d938c,koleston oksidan,1.0,1.0,1.0,2,10,2,False,kozmetik & kişisel bakım,0.9
TERM_b9340c6b,led ışıklandırma,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_b9390f89,ac&co / altınyıldız classics pantolon,1.0,1.0,1.0,10,50,5,True,giyim,0.9
TERM_b93e5db7,avent,0.9570964247020586,0.868421052631579,1.0,33,165,1,True,anne & bebek & çocuk,0.9
TERM_b93edfe1,kuş yuvası,1.0,1.0,1.0,36,180,2,False,süpermarket,0.9
TERM_b94440bb,aker kaban,1.0,1.0,1.0,3,15,2,True,giyim,0.9
TERM_b944ce06,cetvel,0.9859797485256481,0.9545454545454546,1.0,21,105,1,False,kırtasiye & ofis malzemeleri,0.9
TERM_b94a855d,ayakkabı kutusu,0.979161498387497,0.9333333333333333,1.0,14,70,2,False,ev & mobilya,0.9
TERM_b94b0e47,vestel inverter 18000 btu a++ klima,1.0,1.0,1.0,1,5,6,True,elektronik,0.9
TERM_b94ca6e2,resimli yastık,0.8736842105263158,0.6666666666666666,1.0,2,10,2,False,ev & mobilya,0.7
TERM_b94efb6f,riccon babet,1.0,1.0,1.0,8,40,2,True,ayakkabı,0.9
TERM_b94f5073,embriyolise,0.8455882352941176,0.6666666666666666,0.8571428571428571,7,35,1,False,kozmetik & kişisel bakım,0.7
TERM_b951ceb8,pamuklu çift kişilik nevresim takımı,1.0,1.0,1.0,43,215,5,False,ev & mobilya,0.9
TERM_b957bf8c,fossil kadın,0.9210328612370962,0.9,0.8372093023255814,43,215,2,True,aksesuar,0.9
TERM_b95847b3,olta malzemeleri,1.0,1.0,1.0,7,35,2,False,spor & outdoor,0.9
TERM_b958bbf1,thşört,1.0,1.0,1.0,2,10,1,False,giyim,0.9
TERM_b95c42b5,slepy ped,0.9594202898550726,0.875,1.0,7,35,2,False,kozmetik & kişisel bakım,0.9
TERM_b960dfc3,kedi yatakları,1.0,1.0,1.0,13,65,2,False,süpermarket,0.9
TERM_b966ee4d,taşlı abiye elbise,1.0,1.0,1.0,1,5,3,False,aksesuar,0.9
TERM_b97468e2,samsung akıllı tv kumandası,1.0,1.0,1.0,7,35,4,True,elektronik,0.9
TERM_b97f1c72,tıraş çantası,0.9736737136019147,0.9166666666666666,1.0,11,55,2,False,aksesuar,0.9
TERM_b97f7a44,baseus taşınabilir batarya,0.8095238095238095,1.0,0.5,6,30,3,True,elektronik,0.7
TERM_b97fbe26,fermuarlı kapşonlu,1.0,1.0,1.0,7,35,2,False,giyim,0.9
TERM_b9831025,tel sarmaşık,0.925,0.875,0.875,8,40,2,False,ev & mobilya,0.9
TERM_b986381d,marjin çanta,1.0,1.0,1.0,4,20,2,True,aksesuar,0.9
TERM_b987f7fe,ayakkabı beyazlatıcı,1.0,1.0,1.0,2,10,2,False,süpermarket,0.9
TERM_b98ca308,lego spider man,0.45454545454545453,0.0,0.0,2,10,3,True,anne & bebek & çocuk,0.3
TERM_b98d9b39,pierre cardin bot,1.0,1.0,1.0,23,115,3,True,ayakkabı,0.9
TERM_b99215bc,nike basketbol ayakkabısı,0.9694602663963775,0.9041095890410958,1.0,66,330,3,True,ayakkabı,0.9
TERM_b994012b,süslü ayna,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_b9989fe8,kızıl kraliçe,1.0,1.0,1.0,7,35,2,False,kitap,0.9
TERM_b998af54,laorentou cüzdan,1.0,1.0,1.0,5,25,2,True,aksesuar,0.9
TERM_b99b321d,ümit bisiklet,1.0,1.0,1.0,26,130,2,True,spor & outdoor,0.9
TERM_b99e1a4c,modem kutusu,0.9817038307604345,0.9411764705882353,1.0,16,80,2,False,ev & mobilya,0.9
TERM_b9ab4c57,karaca mikser & mikser seti,1.0,1.0,1.0,14,70,5,True,elektronik,0.9
TERM_b9ad5733,opel astra koltuk kılıfı,1.0,1.0,1.0,3,15,4,False,otomobil & motosiklet,0.9
TERM_b9b5b9cd,ostwint,0.8342710997442455,0.6071428571428571,0.9444444444444444,18,90,1,True,kozmetik & kişisel bakım,0.7
TERM_b9b62816,turnusol kağıdı,1.0,1.0,1.0,1,5,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_b9b6e765,desenli jean,1.0,1.0,1.0,13,65,2,False,giyim,0.9
TERM_b9bae832,altın kelepçe bilezik,1.0,1.0,1.0,1,5,3,False,aksesuar,0.9
TERM_b9bd7a24,pembe mouse pad,1.0,1.0,1.0,15,75,3,False,elektronik,0.9
TERM_b9be539f,ferucci kadın kol saati,0.934640522875817,1.0,0.8,10,50,4,False,aksesuar,0.9
TERM_b9c2e5f4,blendax,1.0,1.0,1.0,7,35,1,True,kozmetik & kişisel bakım,0.9
TERM_b9c47406,tütülü kız bebek elbise,1.0,1.0,1.0,9,45,4,False,giyim,0.9
TERM_b9c62c4e,keçeli kalem,0.9729679774502102,0.927536231884058,0.9846153846153847,65,325,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_b9cc9e76,mavi kadın keten gömlek,1.0,1.0,1.0,5,25,4,True,giyim,0.9
TERM_b9ce91a9,kiloluk çikolata,1.0,1.0,1.0,6,30,2,False,süpermarket,0.9
TERM_b9d83472,adidas bebek ayakkabı,0.9566881767472384,1.0,0.8636363636363636,22,110,3,True,ayakkabı,0.9
TERM_b9d9101f,4 katlı müslin battaniye,0.9716859716859716,1.0,0.9090909090909091,11,55,4,False,ev & mobilya,0.9
TERM_b9dfa8ac,bagi neo2,1.0,1.0,1.0,2,10,2,True,anne & bebek & çocuk,0.9
TERM_b9ece0b3,tefal çaycı,1.0,1.0,1.0,2,10,2,True,elektronik,0.9
TERM_b9ef3b28,cg aksesuar,0.9493708364174684,1.0,0.8421052631578947,19,95,2,False,otomobil & motosiklet,0.9
TERM_b9f13f35,bebek kirli sepeti,0.9619932432432432,0.8823529411764706,1.0,15,75,3,False,ev & mobilya,0.9
TERM_b9fd23b8,çocuk çalışma masası sandalyesi,1.0,1.0,1.0,3,15,4,False,ev & mobilya,0.9
TERM_b9fe056a,elektronik gitar,1.0,1.0,1.0,2,10,2,False,hobi & eğlence,0.9
TERM_b9fed355,bowling seti,1.0,1.0,1.0,2,10,2,False,spor & outdoor,0.9
TERM_ba05d302,adidas kadın tayt,0.9736737136019147,0.9166666666666666,1.0,11,55,3,True,giyim,0.9
TERM_ba08d02b,yorgan kılıfı,0.9716859716859716,1.0,0.9090909090909091,11,55,2,False,ev & mobilya,0.9
TERM_ba0ff532,tefal torbasız süpürge,1.0,1.0,1.0,4,20,3,True,elektronik,0.9
TERM_ba1148b9,yorgan çarşaf yastık kılıfı tek kişilik uyku seti,1.0,1.0,1.0,11,55,8,False,ev & mobilya,0.9
TERM_ba190601,madame coco 6 kişilik yemek takımı,1.0,1.0,1.0,9,45,6,True,ev & mobilya,0.9
TERM_ba1a97fa,bakır tava,1.0,1.0,1.0,6,30,2,False,ev & mobilya,0.9
TERM_ba1afee8,beyaz çöp kovası,0.987287013330979,1.0,0.9583333333333334,24,120,3,False,ev & mobilya,0.9
TERM_ba22c2e9,peştemal havlu,1.0,1.0,1.0,12,60,2,False,ev & mobilya,0.9
TERM_ba24fa0a,badem takma tırnak,0.9866057838660578,0.9565217391304348,1.0,22,110,3,False,kozmetik & kişisel bakım,0.9
TERM_ba27161d,bordo yapay çiçek,1.0,1.0,1.0,1,5,3,False,ev & mobilya,0.9
TERM_ba278388,çelik kapı kilit göbeği,0.7491289198606272,0.6666666666666666,0.5,4,20,4,False,banyo yapı & hırdavat,0.7
TERM_ba2c80a0,güvercin yemlik,1.0,1.0,1.0,4,20,2,False,süpermarket,0.9
TERM_ba33d88f,imac,0.934640522875817,1.0,0.8,5,25,1,True,süpermarket,0.9
TERM_ba368e4b,dekoratif kırlent,0.979161498387497,0.9333333333333333,1.0,14,70,2,False,ev & mobilya,0.9
TERM_ba39e9a3,probident,0.9443413729128014,0.8333333333333334,1.0,5,25,1,True,kozmetik & kişisel bakım,0.9
TERM_ba3ac224,nike court legacy,1.0,1.0,1.0,7,35,3,True,ayakkabı,0.9
TERM_ba3b4a19,joma sneaker,0.9711399711399711,0.9090909090909091,1.0,20,100,2,True,ayakkabı,0.9
TERM_ba3bcd23,ahşap duvar rafı,0.9260710223682548,0.8372093023255814,0.9230769230769231,39,195,3,False,ev & mobilya,0.9
TERM_ba3c0927,asker bot,0.9463487332339791,1.0,0.8333333333333334,6,30,2,False,ayakkabı,0.9
TERM_ba3cf26b,katı sabun,0.9921188144899121,0.9741379310344828,1.0,113,565,2,False,kozmetik & kişisel bakım,0.9
TERM_ba3ffed2,powertec sakal tıraş makinesi,1.0,1.0,1.0,8,40,4,True,elektronik,0.9
TERM_ba40a62c,pure beatuy,0.8392857142857143,0.6,1.0,3,15,2,False,kozmetik & kişisel bakım,0.7
TERM_ba47d953,genç kız abiye tesettür,1.0,1.0,1.0,2,10,4,False,giyim,0.9
TERM_ba4822fd,ateşleme bobini,1.0,1.0,1.0,1,5,2,False,otomobil & motosiklet,0.9
TERM_ba534796,kümes teli,1.0,1.0,1.0,27,135,2,False,bahçe & elektrikli el aletleri,0.9
TERM_ba57205e,dermaroller,0.9732115677321157,0.9347826086956522,0.9772727272727273,44,220,1,True,kozmetik & kişisel bakım,0.9
TERM_ba5eeb32,çizgili badi,0.8095238095238095,1.0,0.5,2,10,2,False,giyim,0.7
TERM_ba64aa15,mangal şişi,1.0,1.0,1.0,8,40,2,False,ev & mobilya,0.9
TERM_ba64b794,aryıldız,0.9592426056798147,0.90625,0.9602649006622517,151,755,1,True,ev & mobilya,0.9
TERM_ba68ab49,lavabo paspası,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_ba6c8048,fenerbahçe çocuk,0.8015654282879505,0.5925925925925926,0.8,20,100,2,True,giyim,0.7
TERM_ba707b47,bulaşık kurutmalık,1.0,1.0,1.0,11,55,2,False,ev & mobilya,0.9
TERM_ba70f63d,beyaz mouse pad,1.0,1.0,1.0,4,20,3,False,elektronik,0.9
TERM_ba7491a9,döküm tost makinesi,0.9919783197831978,0.9736842105263158,1.0,37,185,3,False,elektronik,0.9
TERM_ba765649,sakal tıraş makinesi,0.9899659863945578,0.9672131147540983,1.0,59,295,3,False,elektronik,0.9
TERM_ba768c63,redmi watch 5,1.0,1.0,1.0,1,5,3,False,elektronik,0.9
TERM_ba771a32,şezlong,0.9852923152347102,0.9523809523809523,1.0,20,100,1,False,ev & mobilya,0.9
TERM_ba78e875,italyan bilekliği,1.0,1.0,1.0,11,55,2,False,aksesuar,0.9
TERM_ba8041e2,bebek el sabunu,1.0,1.0,1.0,2,10,3,False,süpermarket,0.9
TERM_ba827cc9,katlanabilir çalışma masası,1.0,1.0,1.0,14,70,3,False,ev & mobilya,0.9
TERM_ba83127d,kadın güneş gözlüğü,0.9833066532811263,0.9530864197530864,0.9922879177377892,389,1945,3,False,aksesuar,0.9
TERM_ba85fd9c,atatürk duvar saati,1.0,1.0,1.0,15,75,3,False,ev & mobilya,0.9
