term_id,query,f1,precision,recall,n_pos,n_neg,q_len,main_cat
TERM_a7609fc1,burun üstü okuma gözlüğü,1.0,1.0,1.0,2,10,4,aksesuar
TERM_a76067a7,patlamış mısır makinesi,1.0,1.0,1.0,4,20,3,elektronik
TERM_a75cae53,columbia erkek yelek,1.0,1.0,1.0,2,10,3,giyim
TERM_a75c0246,araç bakım seti,1.0,1.0,1.0,6,30,3,otomobil & motosiklet
TERM_a75492d6,köşelik kitaplık,1.0,1.0,1.0,2,10,2,ev & mobilya
TERM_a7510587,nova ayna,1.0,1.0,1.0,2,10,2,otomobil & motosiklet
TERM_a749f601,bol sweatshirt,1.0,1.0,1.0,7,35,2,giyim
TERM_a7424868,akıllı gözlük,1.0,1.0,1.0,1,5,2,aksesuar
TERM_a73f539f,tandırım ekmek yapma makinesi,1.0,1.0,1.0,2,10,4,elektronik
TERM_a73519cf,guess kadın pantolon,1.0,1.0,1.0,14,70,3,giyim
TERM_a7b47eb8,mango blazer,1.0,1.0,1.0,18,90,2,giyim
TERM_a7b00a0a,samsung akıllı saat,1.0,1.0,1.0,1,5,3,elektronik
TERM_a7af90bb,ferrucci akıllı saat,1.0,1.0,1.0,5,25,3,elektronik
TERM_a7ae8dbe,dockers erkek bot,1.0,1.0,1.0,1,5,3,ayakkabı
TERM_a7a5e519,sleepy bebek bezi 4 numara,1.0,1.0,1.0,5,25,5,süpermarket
TERM_a7a2821a,taraftar nevresim takımı,1.0,1.0,1.0,4,20,3,ev & mobilya
TERM_a798025e,arçelik televizyon,1.0,1.0,1.0,3,15,2,elektronik
TERM_a7938ee0,kolçak,1.0,1.0,1.0,16,80,1,otomobil & motosiklet
TERM_a791b117,3. sınıf okuma kitabı,1.0,1.0,1.0,6,30,4,kitap
TERM_a7881f00,çiğköfte,1.0,1.0,1.0,8,40,1,süpermarket
TERM_a775408a,kitap okuyan hayalet,1.0,1.0,1.0,4,20,3,ev & mobilya
TERM_2bd72fbe,cam servis tabağı,1.0,1.0,1.0,16,80,3,ev & mobilya
TERM_2bd4f9f5,avon oje,1.0,1.0,1.0,5,25,2,kozmetik & kişisel bakım
TERM_2bd3eaa6,5 gr ajda,1.0,1.0,1.0,1,5,3,aksesuar
TERM_2bc736ec,reiss bass,1.0,1.0,1.0,1,5,2,otomobil & motosiklet
TERM_2bc5ad58,fisshler,1.0,1.0,1.0,3,15,1,ev & mobilya
TERM_2bc4830b,bic tükenmez kalem,1.0,1.0,1.0,12,60,3,kırtasiye & ofis malzemeleri
TERM_2bb5bb94,yastık kılıfı desenli,1.0,1.0,1.0,20,100,3,ev & mobilya
TERM_2bb51c67,anex bebek arabası,1.0,1.0,1.0,1,5,3,anne & bebek & çocuk
TERM_2bae258f,ricco lifes çift kişilik nevresim takımları,1.0,1.0,1.0,4,20,6,ev & mobilya
TERM_2ba66db1,porselen kaşık,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_a7ec9fc6,altus davlumbaz,1.0,1.0,1.0,2,10,2,elektronik
TERM_a7ebca76,avva eşofman altı,1.0,1.0,1.0,4,20,3,giyim
TERM_a7e1ce04,dünya kupası,1.0,1.0,1.0,4,20,2,hobi & eğlence
TERM_a7e1c549,cigit elbise,1.0,1.0,1.0,10,50,2,giyim
TERM_a7de94a5,karaca home bornoz,1.0,1.0,1.0,2,10,3,elektronik
TERM_a7d1661a,mutfak eldiveni,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_a7c54f37,tablo aydınlatma,1.0,1.0,1.0,6,30,2,ev & mobilya
TERM_a7bf88d9,pırlanta bileklik,1.0,1.0,1.0,29,145,2,aksesuar
TERM_a7bd5c0a,erkek ayakkbı,1.0,1.0,1.0,1,5,2,ayakkabı
TERM_a7bc195c,bingo renkliler çamaşır deterjanı,1.0,1.0,1.0,2,10,4,süpermarket
TERM_a7b5e3ed,kapı takozu,1.0,1.0,1.0,2,10,2,banyo yapı & hırdavat
TERM_a8241dad,airpods 4 kılıf,1.0,1.0,1.0,17,85,3,elektronik
TERM_a811fa87,bebek nevresimi,1.0,1.0,1.0,17,85,2,ev & mobilya
TERM_a80a79fe,wifi modem,1.0,1.0,1.0,2,10,2,elektronik
TERM_a807e0a8,nerf elite,1.0,1.0,1.0,3,15,2,anne & bebek & çocuk
TERM_a80715b2,defacto kız çocuk eşofman altı,1.0,1.0,1.0,11,55,5,giyim
TERM_a8004e00,cerave cilt serumu,1.0,1.0,1.0,1,5,3,kozmetik & kişisel bakım
TERM_a80024a8,creamco,1.0,1.0,1.0,7,35,1,kozmetik & kişisel bakım
TERM_a7fd1973,yenidoğan bebek bezi,1.0,1.0,1.0,6,30,3,süpermarket
TERM_a7f1cb28,shimano olta seti,1.0,1.0,1.0,6,30,3,spor & outdoor
TERM_2ba12eb0,taşlı anahtarlık,1.0,1.0,1.0,13,65,2,aksesuar
TERM_2b9a0a28,eskitme ayna,1.0,1.0,1.0,20,100,2,ev & mobilya
TERM_2b96c2a3,at kılı fırça,1.0,1.0,1.0,10,50,3,kozmetik & kişisel bakım
TERM_2b88b787,6 lı kahve fincanı,1.0,1.0,1.0,33,165,4,ev & mobilya
TERM_2b885f63,koltuk takımı kılıfı,1.0,1.0,1.0,10,50,3,ev & mobilya
TERM_2b79ff59,mutfak evyesi,1.0,1.0,1.0,12,60,2,banyo yapı & hırdavat
TERM_2b79758b,dior maskara,1.0,1.0,1.0,1,5,2,kozmetik & kişisel bakım
TERM_2b764957,tefal manuel rondo,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_a8540afd,spike,1.0,1.0,1.0,1,5,1,aksesuar
TERM_a849c95e,kablosuz mause klavye,1.0,1.0,1.0,1,5,3,elektronik
TERM_a845db0e,yemek masası avize,1.0,1.0,1.0,35,175,3,ev & mobilya
TERM_a8430adb,nautica omuz çantası,1.0,1.0,1.0,11,55,3,aksesuar
TERM_a840f848,bonacure,1.0,1.0,1.0,5,25,1,kozmetik & kişisel bakım
TERM_a83afa9c,colins erkek kot pantolon,1.0,1.0,1.0,10,50,4,giyim
TERM_a838da68,salon tipi klima,1.0,1.0,1.0,15,75,3,elektronik
TERM_a83628c5,derimod erkek loafer,1.0,1.0,1.0,8,40,3,ayakkabı
TERM_a8346de8,davines saç maskesi,1.0,1.0,1.0,10,50,3,kozmetik & kişisel bakım
TERM_a833919e,philips süpürge makinesi,1.0,1.0,1.0,1,5,3,elektronik
TERM_a8335cb7,erkek yeşil ayakkabı,1.0,1.0,1.0,5,25,3,ayakkabı
TERM_a82e13a6,almond,1.0,1.0,1.0,1,5,1,giyim
TERM_a82a49fc,leopar nevresim takımı,1.0,1.0,1.0,11,55,3,ev & mobilya
TERM_a8288daf,vicco kız bebek,1.0,1.0,1.0,2,10,3,ayakkabı
TERM_a826662c,u.s. polo assn. saat,1.0,1.0,1.0,26,130,4,aksesuar
TERM_a8c3e096,iskandinav çıta,1.0,1.0,1.0,9,45,2,ev & mobilya
TERM_a8c1d910,kağıt avize,1.0,1.0,1.0,2,10,2,ev & mobilya
TERM_a8c01726,ev için cam filmi,1.0,1.0,1.0,3,15,4,ev & mobilya
TERM_a8b6e93a,vestel tv kumandası,1.0,1.0,1.0,14,70,3,elektronik
TERM_a8ac08ea,ipad klavyesi,1.0,1.0,1.0,1,5,2,elektronik
TERM_a8a67d7c,filtreli duş,1.0,1.0,1.0,6,30,2,banyo yapı & hırdavat
TERM_a89d0289,erzak kabları,1.0,1.0,1.0,15,75,2,ev & mobilya
TERM_a8908bf2,çorba kepçesi,1.0,1.0,1.0,2,10,2,ev & mobilya
TERM_a8751323,kutu oyunlar,1.0,1.0,1.0,9,45,2,anne & bebek & çocuk
TERM_a86abd36,kurt kolye,1.0,1.0,1.0,8,40,2,aksesuar
TERM_a90b2fa0,epoksi zemin kaplama,1.0,1.0,1.0,6,30,3,banyo yapı & hırdavat
TERM_a9097ad3,şelale tütsü,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_a902eff4,modayakamoz bluz,1.0,1.0,1.0,13,65,2,giyim
TERM_a8f8ad64,trend stor perde stor perde,1.0,1.0,1.0,7,35,5,ev & mobilya
TERM_a8f3a355,vepa saç fırçası ve tarak,1.0,1.0,1.0,9,45,5,kozmetik & kişisel bakım
TERM_a8e9f316,süet gömlek,1.0,1.0,1.0,12,60,2,giyim
TERM_a8e937e8,polisan iç cephe boyası,1.0,1.0,1.0,17,85,4,banyo yapı & hırdavat
TERM_a8e6993a,ikea yan sehpa,1.0,1.0,1.0,9,45,3,ev & mobilya
TERM_a8e52afa,paşabahçe saklama kabı,1.0,1.0,1.0,56,280,3,ev & mobilya
TERM_a8e11bdb,peter thomas roth,1.0,1.0,1.0,4,20,3,kozmetik & kişisel bakım
TERM_a8da1615,doğum günü duvar halısı,1.0,1.0,1.0,2,10,4,hobi & eğlence
TERM_a8d69fce,mıtfak avize,1.0,1.0,1.0,6,30,2,ev & mobilya
TERM_a8d4f602,land of myth saç fırçası ve tarak,1.0,1.0,1.0,5,25,7,kozmetik & kişisel bakım
TERM_a8d4451e,çocuk mezuniyet elbiseleri,1.0,1.0,1.0,1,5,3,giyim
TERM_a8d1b9dc,phlips biberon,1.0,1.0,1.0,1,5,2,ev & mobilya
TERM_a9541c05,lacoste elbise,1.0,1.0,1.0,16,80,2,giyim
TERM_a950cf0c,puzzle koltuk,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_a94880fa,gant mont,1.0,1.0,1.0,4,20,2,giyim
TERM_a942fe46,döküm tencere seti,1.0,1.0,1.0,11,55,3,ev & mobilya
TERM_a93d1912,tommy hilfiger kadın pantolon,1.0,1.0,1.0,10,50,4,giyim
TERM_a9389527,şortolon,1.0,1.0,1.0,4,20,1,giyim
TERM_a9343191,paçası yırtmaçlı pantolon,1.0,1.0,1.0,4,20,3,giyim
TERM_a93117af,bella maison kase,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_a925d014,cup jant,1.0,1.0,1.0,3,15,2,otomobil & motosiklet
TERM_a91d531d,kuru kafa,1.0,1.0,1.0,11,55,2,ev & mobilya
TERM_a91ad6c6,küçük hoparlör,1.0,1.0,1.0,3,15,2,elektronik
TERM_a910d086,mavi toz açıcı,1.0,1.0,1.0,2,10,3,kozmetik & kişisel bakım
TERM_2b75bd9c,nike tec,1.0,1.0,1.0,6,30,2,giyim
TERM_2b6d430c,missamour elbise,1.0,1.0,1.0,4,20,2,giyim
TERM_2b6a858e,ilaç çantası,1.0,1.0,1.0,9,45,2,süpermarket
TERM_2b670258,revlon saç kurutma makinesi,1.0,1.0,1.0,1,5,4,elektronik
TERM_2b608362,oto sinyali,1.0,1.0,1.0,12,60,2,otomobil & motosiklet
TERM_2b601df4,lego tren,1.0,1.0,1.0,5,25,2,anne & bebek & çocuk
TERM_2b5db36c,english home çift kişilik battaniye,1.0,1.0,1.0,4,20,5,ev & mobilya
TERM_2b585c24,fakir robot süpürge,1.0,1.0,1.0,1,5,3,elektronik
TERM_2b57a8a6,epsom tuzu,1.0,1.0,1.0,12,60,2,süpermarket
TERM_2b555802,defacto kız bebek mont,1.0,1.0,1.0,7,35,4,giyim
TERM_2b48b2d2,kovalı mop,1.0,1.0,1.0,2,10,2,süpermarket
TERM_2b383e1c,mantı aparatı,1.0,1.0,1.0,9,45,2,ev & mobilya
TERM_2b381920,iphone 15 cep telefonu,1.0,1.0,1.0,4,20,4,elektronik
TERM_2b327585,valkyrie el feneri,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_a979f985,hediyelik tülbent,1.0,1.0,1.0,4,20,2,giyim
TERM_a9773cf8,puma bel çantası,1.0,1.0,1.0,6,30,3,aksesuar
TERM_a9773815,redist şampuan,1.0,1.0,1.0,2,10,2,kozmetik & kişisel bakım
TERM_a96eca7b,taç kahvaltı takımı,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_a96c3ed7,micro sd card,1.0,1.0,1.0,2,10,3,elektronik
TERM_a967c1be,çay seti,1.0,1.0,1.0,29,145,2,ev & mobilya
TERM_a964d2c1,avva erkek hırka,1.0,1.0,1.0,3,15,3,giyim
TERM_a960d33e,insan vücudu,1.0,1.0,1.0,8,40,2,anne & bebek & çocuk
TERM_a95cc2ee,erkek bisiklet yaka kazak,1.0,1.0,1.0,14,70,4,giyim
TERM_a95915ea,ağırlık sehpası,1.0,1.0,1.0,9,45,2,spor & outdoor
TERM_2b2fe57d,baglovis çanta,1.0,1.0,1.0,9,45,2,aksesuar
TERM_2b2fb9cf,ipek kese,1.0,1.0,1.0,9,45,2,kozmetik & kişisel bakım
TERM_2b273c1e,pearly,1.0,1.0,1.0,2,10,1,kozmetik & kişisel bakım
TERM_2b222e81,fa,1.0,1.0,1.0,8,40,1,kozmetik & kişisel bakım
TERM_2b1c850d,yapay papatya,1.0,1.0,1.0,26,130,2,ev & mobilya
TERM_2b19d794,taç çift kişilik battaniye,1.0,1.0,1.0,13,65,4,ev & mobilya
TERM_2b0b449e,bulaşık makinası temizleyici,1.0,1.0,1.0,4,20,3,süpermarket
TERM_2b04220d,özgün zeytin & zeytinyaği,1.0,1.0,1.0,2,10,4,süpermarket
TERM_2afd020e,ot kesme makinası,1.0,1.0,1.0,3,15,3,bahçe & elektrikli el aletleri
TERM_2af2960d,okka türk kahve makinesi,1.0,1.0,1.0,2,10,4,elektronik
TERM_2aef40a2,karavan,1.0,1.0,1.0,3,15,1,anne & bebek & çocuk
TERM_a9b1b352,kalpli çikolata,1.0,1.0,1.0,6,30,2,süpermarket
TERM_a9aeb3b2,ağaç abajur,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_a9aa5aa5,karanfil çiçeği,1.0,1.0,1.0,5,25,2,bahçe & elektrikli el aletleri
TERM_a9a40cbd,bol alt,1.0,1.0,1.0,4,20,2,giyim
TERM_a99854de,akustik gitar,1.0,1.0,1.0,3,15,2,hobi & eğlence
TERM_a9906e75,sultan papağanı,1.0,1.0,1.0,1,5,2,aksesuar
TERM_a98f0691,gri koltuk takımı,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_a98da669,bohem koltuk,1.0,1.0,1.0,2,10,2,ev & mobilya
TERM_a9fcde96,yulaf kasesi,1.0,1.0,1.0,1,5,2,aksesuar
TERM_a9e80f47,estee lauder yüz kremi,1.0,1.0,1.0,4,20,4,kozmetik & kişisel bakım
TERM_a9e65138,erkek bordo kazak,1.0,1.0,1.0,13,65,3,giyim
TERM_a9e08455,cam kahve fincanı,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_a9db21a0,decathlon matara,1.0,1.0,1.0,2,10,2,giyim
TERM_a9d81ddb,john frieda şampuan,1.0,1.0,1.0,4,20,3,kozmetik & kişisel bakım
TERM_a9d530c1,korkmaz tost makinesi,1.0,1.0,1.0,12,60,3,elektronik
TERM_a9cfd93b,bebek avakado,1.0,1.0,1.0,3,15,2,süpermarket
TERM_a9cb25d1,unisex çanta,1.0,1.0,1.0,2,10,2,aksesuar
TERM_a9c9ee65,kürklü ceket,1.0,1.0,1.0,24,120,2,giyim
TERM_a9c22a1f,yves rocher tendre jasmin,1.0,1.0,1.0,1,5,4,kozmetik & kişisel bakım
TERM_a9bdbbe9,siyah beyaz yemek takımı,1.0,1.0,1.0,1,5,4,ev & mobilya
TERM_2aeaf330,nadir gold,1.0,1.0,1.0,5,25,2,aksesuar
TERM_2ae6464a,giorgio armani parfüm,1.0,1.0,1.0,5,25,3,kozmetik & kişisel bakım
TERM_2ae092bc,köpek suluk,1.0,1.0,1.0,9,45,2,süpermarket
TERM_2ad8095b,9. sınıf,1.0,1.0,1.0,5,25,2,kitap
TERM_2ad15c5b,defacto erkek çocuk mont,1.0,1.0,1.0,12,60,4,giyim
TERM_2ad1296d,vip ahmet mop,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_2acf8828,toz toplama makinesi,1.0,1.0,1.0,4,20,3,kozmetik & kişisel bakım
TERM_2ac65681,siyah süet stiletto,1.0,1.0,1.0,17,85,3,ayakkabı
TERM_2abac7ac,harf magnet,1.0,1.0,1.0,3,15,2,anne & bebek & çocuk
TERM_2ab168b9,michael kors gözlük,1.0,1.0,1.0,33,165,3,aksesuar
TERM_aa3a354c,pazar arabası yedek çantası,1.0,1.0,1.0,3,15,4,ev & mobilya
TERM_aa3a2ede,plips kazanlı ütü,1.0,1.0,1.0,11,55,3,elektronik
TERM_aa393b40,erkek polo yaka uzun kollu,1.0,1.0,1.0,3,15,5,giyim
TERM_aa2eb50d,tom ve jerry anahtarlık,1.0,1.0,1.0,2,10,4,aksesuar
TERM_aa2dfc65,çelik süzgeç,1.0,1.0,1.0,8,40,2,ev & mobilya
TERM_aa2cc83c,cam baharat,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_aa1ad1d3,şeffaf poşet,1.0,1.0,1.0,6,30,2,süpermarket
TERM_aa122a57,dalgalı saç tarağı,1.0,1.0,1.0,2,10,3,kozmetik & kişisel bakım
TERM_aa0f3468,kütahya porselen kupa,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_aa06e0d3,180 hz monitör,1.0,1.0,1.0,9,45,3,elektronik
TERM_aa738499,lacoste ceket,1.0,1.0,1.0,7,35,2,giyim
TERM_aa7195f6,lumberjack omuz çantası,1.0,1.0,1.0,13,65,3,aksesuar
TERM_aa6f65c4,çiçekli tül perde,1.0,1.0,1.0,23,115,3,ev & mobilya
TERM_aa689c27,baget bileklik,1.0,1.0,1.0,13,65,2,aksesuar
TERM_aa6442ae,jumbo tencere seti,1.0,1.0,1.0,7,35,3,ev & mobilya
TERM_aa6104f0,yaban mersini fidanı,1.0,1.0,1.0,12,60,3,bahçe & elektrikli el aletleri
TERM_aa59b12a,kız oyuncakları,1.0,1.0,1.0,5,25,2,anne & bebek & çocuk
TERM_aa50d820,ttec bluetooth kulaklık,1.0,1.0,1.0,2,10,3,elektronik
TERM_aa481966,derimod mont,1.0,1.0,1.0,7,35,2,giyim
TERM_aa437eca,saçsız kız bebek tokası,1.0,1.0,1.0,7,35,4,aksesuar
TERM_aa3f30a7,adım adım matematik,1.0,1.0,1.0,3,15,3,kitap
TERM_aa3e64e6,syrox şarj aleti,1.0,1.0,1.0,5,25,3,elektronik
TERM_aa3af02c,taşlı zikirmatik,1.0,1.0,1.0,9,45,2,aksesuar
TERM_aac02514,armine pantolon,1.0,1.0,1.0,15,75,2,giyim
TERM_aabfc077,çelik yüzük seti,1.0,1.0,1.0,4,20,3,aksesuar
TERM_aabd9783,otel yastığı,1.0,1.0,1.0,10,50,2,ev & mobilya
TERM_aabba32e,dal darı,1.0,1.0,1.0,8,40,2,süpermarket
TERM_aab2e576,oppo telefon,1.0,1.0,1.0,3,15,2,elektronik
TERM_aab1dbf0,genç kız mezuniyet elbisesi,1.0,1.0,1.0,10,50,4,giyim
TERM_aaa872d6,karaca granit,1.0,1.0,1.0,11,55,2,ev & mobilya
TERM_aa9c2877,salaş omuz çantası,1.0,1.0,1.0,13,65,3,aksesuar
TERM_aa95b448,kedili sonny angel,1.0,1.0,1.0,2,10,3,anne & bebek & çocuk
TERM_aa90b657,çocuk duvar kağıdı,1.0,1.0,1.0,5,25,3,ev & mobilya
TERM_aa8ef9de,taba,1.0,1.0,1.0,4,20,1,aksesuar
TERM_2aae2eea,siemens buzdolabı,1.0,1.0,1.0,2,10,2,elektronik
TERM_2a9f6301,büyük boy kumbara,1.0,1.0,1.0,2,10,3,hobi & eğlence
TERM_2a931c0c,kedi su sebili,1.0,1.0,1.0,8,40,3,süpermarket
TERM_2a8b5879,ar yıldız 12 kişilik yemek takımı,1.0,1.0,1.0,1,5,6,elektronik
TERM_2a891598,twist sweatshirt,1.0,1.0,1.0,3,15,2,giyim
TERM_2a88b527,bayan tesettür tulum,1.0,1.0,1.0,11,55,3,giyim
TERM_2a855ba3,defacto erkek çocuk tişört,1.0,1.0,1.0,37,185,4,giyim
TERM_2a7eb6c8,kocaelispor forma,1.0,1.0,1.0,1,5,2,giyim
TERM_2a78b98b,çeyiz diyarı çift kişilik yatak örtüsü,1.0,1.0,1.0,45,225,6,ev & mobilya
TERM_aaf29d83,altın kaplama kolye,1.0,1.0,1.0,24,120,3,aksesuar
TERM_aaf1b352,fairy platinum bulaşık makinesi deterjanı,1.0,1.0,1.0,1,5,5,süpermarket
TERM_aaef72fe,925 ayar gümüş halka küpe,1.0,1.0,1.0,21,105,5,aksesuar
TERM_aadc4773,sgeteknoloji led işık,1.0,1.0,1.0,4,20,3,hobi & eğlence
TERM_aada4a59,kız çocuk kolye,1.0,1.0,1.0,13,65,3,aksesuar
TERM_aad7854f,vedi,1.0,1.0,1.0,15,75,1,giyim
TERM_aad6143f,stanlet,1.0,1.0,1.0,2,10,1,spor & outdoor
TERM_aac8eb83,mısır patlağı,1.0,1.0,1.0,1,5,2,süpermarket
TERM_2a66fcc9,boks kaskı,1.0,1.0,1.0,10,50,2,spor & outdoor
TERM_2a592dee,kürklü yelek,1.0,1.0,1.0,8,40,2,giyim
TERM_2a567183,tuz değirmen,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_2a54d2bc,alan tarama,1.0,1.0,1.0,2,10,2,bahçe & elektrikli el aletleri
TERM_2a408e89,hayat ağacı,1.0,1.0,1.0,7,35,2,ev & mobilya
TERM_2a3f6610,manic panic saç boyası,1.0,1.0,1.0,3,15,4,kozmetik & kişisel bakım
TERM_2a364a92,peynir dolgulu jalapeno,1.0,1.0,1.0,2,10,3,süpermarket
TERM_2a2e5e88,barrel fit pantolon,1.0,1.0,1.0,2,10,3,giyim
TERM_2a20a0d0,cybex,1.0,1.0,1.0,14,70,1,anne & bebek & çocuk
TERM_2a1e4a24,beyaz kapı boyası,1.0,1.0,1.0,6,30,3,banyo yapı & hırdavat
TERM_ab2d2830,sarar mont,1.0,1.0,1.0,6,30,2,giyim
TERM_ab271691,bonacure şampuan,1.0,1.0,1.0,5,25,2,kozmetik & kişisel bakım
TERM_ab22dd8e,gimcat,1.0,1.0,1.0,27,135,1,süpermarket
TERM_ab2299c9,krem balon,1.0,1.0,1.0,3,15,2,hobi & eğlence
TERM_ab1da1f8,örümcek adam maskesi,1.0,1.0,1.0,9,45,3,hobi & eğlence
TERM_ab18f927,pilli led işık,1.0,1.0,1.0,13,65,3,hobi & eğlence
TERM_ab17c0bc,ocean home textile saklama kutusu,1.0,1.0,1.0,5,25,5,ev & mobilya
TERM_ab10cbd8,koltuk kanepe çekyat örtüsü,1.0,1.0,1.0,8,40,4,ev & mobilya
TERM_aaf8474c,mutfak tabure,1.0,1.0,1.0,9,45,2,ev & mobilya
TERM_aaf4bfda,samsung a36,1.0,1.0,1.0,1,5,2,elektronik
TERM_ab71271b,çok amaçlı temizleyici,1.0,1.0,1.0,10,50,3,süpermarket
TERM_ab6ececf,nk valiz,1.0,1.0,1.0,1,5,2,aksesuar
TERM_ab6d1b25,kırık alma makinası,1.0,1.0,1.0,3,15,3,elektronik
TERM_ab5ba9da,kaşık altlığı,1.0,1.0,1.0,10,50,2,ev & mobilya
TERM_ab59e26e,defacto kadın kaşe kaban,1.0,1.0,1.0,4,20,4,giyim
TERM_ab4b45a6,runner ve supla seti,1.0,1.0,1.0,8,40,4,ev & mobilya
TERM_ab45a2b2,karamel şurubu,1.0,1.0,1.0,4,20,2,süpermarket
TERM_ab42f998,oto spoiler,1.0,1.0,1.0,10,50,2,otomobil & motosiklet
TERM_ab41b8b2,tek taş yüzük,1.0,1.0,1.0,15,75,3,aksesuar
TERM_ab3e04b0,savaş ve barış,1.0,1.0,1.0,1,5,3,kitap
TERM_2a19086d,dekoratif salon seti,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_2a18d017,boomer ceket,1.0,1.0,1.0,4,20,2,giyim
TERM_2a138309,zeytin çekirdeği kedi kumu,1.0,1.0,1.0,1,5,4,otomobil & motosiklet
TERM_2a136ad1,sucuk,1.0,1.0,1.0,41,205,1,süpermarket
TERM_2a09bbb5,guess kadın kolye,1.0,1.0,1.0,11,55,3,aksesuar
TERM_2a08d446,ilyas güneş,1.0,1.0,1.0,3,15,2,kitap
TERM_2a01069a,düzenleyici hurç,1.0,1.0,1.0,12,60,2,ev & mobilya
TERM_29f8a42f,bebek patikleri,1.0,1.0,1.0,5,25,2,ayakkabı
TERM_29ee9c58,nd yavru kedi maması,1.0,1.0,1.0,2,10,4,süpermarket
TERM_29ec0ec5,paslanmaz çelik süzgeç,1.0,1.0,1.0,4,20,3,ev & mobilya
TERM_29deb5e4,demirdöküm nitromix 24 kw kombi,1.0,1.0,1.0,6,30,5,elektronik
TERM_29d6c5da,kadın tesettür beyaz gömlek,1.0,1.0,1.0,5,25,4,giyim
TERM_abbdcafe,metal çerçeve,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_abb2ddb6,oyuncak kahve makinesi,1.0,1.0,1.0,3,15,3,anne & bebek & çocuk
TERM_aba055f8,kız çocuk süveter,1.0,1.0,1.0,8,40,3,giyim
TERM_ab9f2bb9,fenerbahçe termos,1.0,1.0,1.0,3,15,2,spor & outdoor
TERM_ab9c3496,max factor kapatıcı,1.0,1.0,1.0,1,5,3,kozmetik & kişisel bakım
TERM_ab9917c7,mac dudak kalemi,1.0,1.0,1.0,9,45,3,kozmetik & kişisel bakım
TERM_ab920039,ligone vitamin,1.0,1.0,1.0,1,5,2,süpermarket
TERM_ab887856,pleksi pasta süsü,1.0,1.0,1.0,3,15,3,hobi & eğlence
TERM_ab7a6d22,spin olta makinası,1.0,1.0,1.0,11,55,3,spor & outdoor
TERM_abf8676d,the purest solutions tonik,1.0,1.0,1.0,1,5,4,kozmetik & kişisel bakım
TERM_abec90e6,perde işığı,1.0,1.0,1.0,4,20,2,hobi & eğlence
TERM_abea0f51,samsung elektrikli süpürge,1.0,1.0,1.0,2,10,3,elektronik
TERM_abe4e3a8,akne karşıtı duş jeli,1.0,1.0,1.0,3,15,4,kozmetik & kişisel bakım
TERM_abe25bde,ck kadın çanta,1.0,1.0,1.0,23,115,3,aksesuar
TERM_abd95d34,ocean methyl balance,1.0,1.0,1.0,2,10,3,süpermarket
TERM_abd684ae,lipton çay,1.0,1.0,1.0,11,55,2,süpermarket
TERM_abd3d87e,kapı arası barfiks çubuğu,1.0,1.0,1.0,3,15,4,spor & outdoor
TERM_abcd8a12,12 btu klima,1.0,1.0,1.0,6,30,3,elektronik
TERM_abc76106,vakumlu kapak,1.0,1.0,1.0,9,45,2,ev & mobilya
TERM_abc6efb4,overgrip,1.0,1.0,1.0,5,25,1,spor & outdoor
TERM_29c4f50e,zıpkın & zıpkın aksesuarı,1.0,1.0,1.0,20,100,4,spor & outdoor
TERM_29c1f5c6,golden rose baz,1.0,1.0,1.0,1,5,3,kozmetik & kişisel bakım
TERM_29bd3781,anne ceket,1.0,1.0,1.0,1,5,2,giyim
TERM_29b7e193,bambum kahvaltı takımı,1.0,1.0,1.0,6,30,3,ev & mobilya
TERM_29b683e7,pirinç süzgeç,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_29b60092,loreal şampuan,1.0,1.0,1.0,8,40,2,kozmetik & kişisel bakım
TERM_29afe6c4,küçük çelik çaydanlık,1.0,1.0,1.0,3,15,3,ev & mobilya
TERM_29af235d,siyah şemsiye,1.0,1.0,1.0,16,80,2,aksesuar
TERM_29ae674d,sarı kantaron yağı,1.0,1.0,1.0,18,90,3,kozmetik & kişisel bakım
TERM_29ae5e89,bordo mont,1.0,1.0,1.0,6,30,2,giyim
TERM_ac247858,şelale akvaryum filtre,1.0,1.0,1.0,3,15,3,süpermarket
TERM_ac1c4c14,çizgili triko,1.0,1.0,1.0,6,30,2,giyim
TERM_ac11f369,tekerlekli saksı altlığı,1.0,1.0,1.0,5,25,3,ev & mobilya
TERM_ac0f82dd,hostes ayakkabısı,1.0,1.0,1.0,7,35,2,ayakkabı
